numero_serial;modelo;mid;estado;nome;nome_fantasia;codigo;fornecedor;AQUISICAO
PB3T248P79664;P2 BIN;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;ALUGADA
6P397266;S920;1162286;NO CLIENTE;HIPER BOM JESUS LTDA;HIPER BOM JESUS;2208;GESLAINE DE JESUS RODRIGUES GONCALVES;ALUGADA
6P640791;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P460254;S920;299884;NO CLIENTE;LM ODONTOLOGIA LTDA.;LM ODONTOLOGIA;1350;GF CONSULTORIA EMPRESARIAL LTDA;ALUGADA
6P396463;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P460767;S920;299038;NO CLIENTE;ANDERSON LUIS DO NASCIMENTO;ECO SACOLAS;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
6P459911;S920;1071441;NO CLIENTE;JULIO CESAR DE MARCO;EMPRESA DE CARGAS E TRANSPORTES;1708;ANA PAULA MIELLI;ALUGADA
6R145992;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P397549;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P640810;S920;1162286;NO CLIENTE;HIPER BOM JESUS LTDA;HIPER BOM JESUS;2208;GESLAINE DE JESUS RODRIGUES GONCALVES;ALUGADA
6P840157;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P459129;S920;479520;NO CLIENTE;HEPPAV COM E SERV DE COLOC DE SEXTAVADOS LTDA;HEPPAV;1708;ANA PAULA MIELLI;ALUGADA
6P397287;S920;880297;NO CLIENTE;PAYFORM SOLUCOES EM PAGAMENTOS E CARTOES LTDA;PAYFORM SOLUCOES EM PAGAMENTOS E CARTOES LTDA;1796;YC PAY INTERMEDIADORA DE SERVICOS EMPRESARIAIS LTDA;ALUGADA
6P397600;S920;878939;NO CLIENTE;JAIRO FRANCO GOMES;SERTCAR CENTRO AUTOMOTIVO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6C644871;S920;1162286;NO CLIENTE;HIPER BOM JESUS LTDA;HIPER BOM JESUS;2208;GESLAINE DE JESUS RODRIGUES GONCALVES;ALUGADA
6P030450;S920;;ESTOQUE;"1494261164DIGITADO INCORRETO"")";VALOR DIGITADO INCORRETO;VALOR DIGITADO INCORRETO;VALOR DIGITADO INCORRETO;ALUGADA
6P640199;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P459406;S920;304925;NO CLIENTE;;VALOR DIGITADO INCORRETO;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
6P763722;S920;307579;NO CLIENTE;LIMA E ROBATINI INDUSTRIA E COMERCIO DE PLASTICO, PAPELAO E RECICLADOS LTDA;CASA DO GARRAFAO;1708;ANA PAULA MIELLI;ALUGADA
6R146006;S920;304928;NO CLIENTE;LARISSA FERNANDES NERY;LARI NERY - STUDIO BIA PEIXOTO;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
6P763868;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P460571;S920;982785;NO CLIENTE;BAIANO AGROPECUARIA;BAIANO AGROPECUARIA;1708;ANA PAULA MIELLI;ALUGADA
6P459422;S920;325304;NO CLIENTE;DE SANTI & SOUZA LTDA;ZECO APOKALIPSE RESTAURANTE E PIZZARIA;1708;ANA PAULA MIELLI;ALUGADA
6P639045;S920;314488;NO CLIENTE;THAIS LOPES FORMAGIO;ESPACO THAIS LOPES FORMAGIO;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
6P397791;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P459803;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P397227;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P428764;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P397657;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P459175;S920;315975;NO CLIENTE;NELSON BARALDI MOTOS;NELSINHO RETIFICA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6P639030;S920;307587;NO CLIENTE;COACHMAN E COACHMAN SERVICOS E EVENTOS LTDA;LOJA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6P459526;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P460584;S920;861835;NO CLIENTE;BEBE COALA MODA INFANTIL LTDA;BEBE COALA MODA INFANTIL;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
6K517469;S920;307579;NO CLIENTE;LIMA E ROBATINI INDUSTRIA E COMERCIO DE PLASTICO, PAPELAO E RECICLADOS LTDA;CASA DO GARRAFAO;1708;ANA PAULA MIELLI;ALUGADA
6P763438;S920;1040388;NO CLIENTE;MARCELO GIOVANI GOMES VILELA;DR MARCELO VILELA;1785;GUSTAVO -  IZZIPAY SOLUCOES EM PAGAMENTOS;ALUGADA
6P763618;S920;321338;NO CLIENTE;MATEUS WILLIAM ZANESCO;MATEUS WILLIAM ZANESCO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6R145742;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P397991;S920;307605;NO CLIENTE;RESTAURANTE DOIS IRMAOS SOCORRO LTDA;RESTAURANTE DOIS IRMAOS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6P459148;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P763826;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6R146212;S920;862360;NO CLIENTE;G W CORPO E ACAO FITNESS CENTER ATIVIDADES FISICAS SAUDE E EVENTOS LTDA;G W CORPO E ACAO FITNESS CENTER ATIVIDADES FISICAS SAUDE E EVENTOS LTDA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6P399704;S920;1040388;NO CLIENTE;MARCELO GIOVANI GOMES VILELA;DR MARCELO VILELA;1785;GUSTAVO -  IZZIPAY SOLUCOES EM PAGAMENTOS;ALUGADA
6P397360;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P397780;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P459448;S920;308370;NO CLIENTE;ANTONIO TANZI JUNIOR;ANTONIO TANZI JUNIOR;1365;PEDRO LUCAS MAXIMO DA SILVA;ALUGADA
6P397898;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6R145998;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P460204;S920;307898;NO CLIENTE;ADRIANO FRANCO PINTO;CRIS CORSI;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6P397747;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P397304;S920;995934;NO CLIENTE;FLAVIA LOURDES ALBERTO;FLAVIA LOURDES ALBERTO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6P459243;S920;302330;NO CLIENTE;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE SOCORRO;APAE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6P397759;S920;315828;NO CLIENTE;JOSE ARTENIO GROSE;J.A SERRALHEIRO GROSE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;ALUGADA
6P459558;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P397603;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P396415;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ALUGADA
6P459617;S920;877631;NO CLIENTE;CARLOS ADRIANO CAVAZAN;POCOS ARTESIANOS CAVAZAN;1708;ANA PAULA MIELLI;
6N733931;S920;910106;NO CLIENTE;JOSE LUIZ LIZA CARRILLO;CANTINHO DA ROCA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
6P460349;S920;304600;NO CLIENTE;SARTORI E PALTRINIERI COMERCIO DE LINGERIE LTDA;ROSE LINGERIE;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
6P396474;S920;317507;NO CLIENTE;JOSI MASSOCA MOURA DANIEL;JOSI MASSOCA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
6R146087;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P397962;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6M231467;S920;873622;NO CLIENTE;REX ASSESSORIA EM NEGOCIACOES LTDA;PARANA NEGOCIA;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P147506;S920;873622;NO CLIENTE;REX ASSESSORIA EM NEGOCIACOES LTDA;PARANA NEGOCIA;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P648476;S920;873597;NO CLIENTE;OFX ASSESSORIA CONTRATUAL LTDA;OFX ASSESSORIA;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P460771;S920;873597;NO CLIENTE;OFX ASSESSORIA CONTRATUAL LTDA;OFX ASSESSORIA;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P147436;S920;873633;NO CLIENTE;APOLLO 11 ASSESSORIA NEGOCIAL LTDA;RIO GRANDE RESOLVE;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P395434;S920;873633;NO CLIENTE;APOLLO 11 ASSESSORIA NEGOCIAL LTDA;RIO GRANDE RESOLVE;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P023813;S920;873654;NO CLIENTE;DS9 ASSESSORIA EM NEGOCIACOES LTDA;RECALCULA;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P397839;S920;873654;NO CLIENTE;DS9 ASSESSORIA EM NEGOCIACOES LTDA;RECALCULA;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6M232755;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6M232755;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6M231680;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6R146111;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P459300;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6M237950;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P397439;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P148498;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P459870;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P459134;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6M231597;S920;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;
6M238097;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6R146047;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P147596;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P397346;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6R145828;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P397471;S920;873640;NO CLIENTE;O SOLUCIONADOR CURITIBA ASSESSORIA LTDA;O SOLUCIONADOR;1426;BEMPAGGO MEIOS DE PAGAMENTOS E SERVICOS LTDA;
6P030204;S920;307896;NO CLIENTE;ADEGA MORANDIN LTDA;ADEGA MORANDIN;1365;PEDRO LUCAS MAXIMO DA SILVA;
6P428747;S920;325304;NO CLIENTE;DE SANTI & SOUZA LTDA;ZECO APOKALIPSE RESTAURANTE E PIZZARIA;1708;ANA PAULA MIELLI;
6P459218;S920;880297;NO CLIENTE;PAYFORM SOLUCOES EM PAGAMENTOS E CARTOES LTDA;PAYFORM SOLUCOES EM PAGAMENTOS E CARTOES LTDA;1796;YC PAY INTERMEDIADORA DE SERVICOS EMPRESARIAIS LTDA;
6P397287;S920;880297;NO CLIENTE;PAYFORM SOLUCOES EM PAGAMENTOS E CARTOES LTDA;PAYFORM SOLUCOES EM PAGAMENTOS E CARTOES LTDA;1796;YC PAY INTERMEDIADORA DE SERVICOS EMPRESARIAIS LTDA;
6P023977;S920;880297;NO CLIENTE;PAYFORM SOLUCOES EM PAGAMENTOS E CARTOES LTDA;PAYFORM SOLUCOES EM PAGAMENTOS E CARTOES LTDA;1796;YC PAY INTERMEDIADORA DE SERVICOS EMPRESARIAIS LTDA;
6P460695;S920;992552;NO CLIENTE;NEW BURGER LTDA;MC BURGER;1349;VAREJO CONECTA;
6R145296;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P639020;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6M238554;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P459215;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6R145893;S920;303993;NO CLIENTE;ANADIR PAULETTO - MARMORES E GRANITOS LTDA.;MARMORES GRANITOS E BASALTOS PAULETTO;1349;VAREJO CONECTA;
6P399280;S920;314183;NO CLIENTE;IVY ZUCATO;DRA IVY ZUCATO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
6R146220;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P030213;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P648529;S920;1003752;NO CLIENTE;COACHMAN E COACHMAN SERVICOS E EVENTOS LTDA;LOJA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
6P648757;S920;960006;NO CLIENTE;MATHEUS DE SOUZA;MATHEUS DE SOUZA;1708;ANA PAULA MIELLI;
6P648761;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P396461;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6M234136;S920;1085666;NO CLIENTE;JOSE CARLOS DE MARCO NETO;BALANCA DO CARLAO;1708;ANA PAULA MIELLI;
6M237648;S920;315797;NO CLIENTE;CLARET APARECIDA DE SOUZA;CLARET APARECIDA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
6P648514;S920;308814;NO CLIENTE;CLINICA REGIANE RISSATO LTDA;CLINICA REGIANE RISSATO;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
6M234184;S920;1162286;NO CLIENTE;HIPER BOM JESUS LTDA;HIPER BOM JESUS;2208;GESLAINE DE JESUS RODRIGUES GONCALVES;
6P648719;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6N734283;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P394445;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6R145867;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P399663;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6R146184;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P397668;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
6P459174;S920;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AD73V307;L300;888164;NO CLIENTE;LOJA ACACIA DE SERRA NEGRA N 271;LOJA MACONICA ACACIA DE SERRA NEGRA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
4AD73V29D;L300;320477;NO CLIENTE;JONAS RODRIGO GOMES DE SOUZA;JONAS - LA GOURMET;1708;ANA PAULA MIELLI;
4AD74FB93;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AD73VH1I;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AD73W60N;L300;1134652;NO CLIENTE;JOSE GILIARD SANTIAGO SANTOS;RAIZES CHOPERIA E GRILL;1708;ANA PAULA MIELLI;
4AD73W49Q;L300;975682;NO CLIENTE;SILVIO ANTONIO PRENSATO;SILVINHO EVENTOS;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
4AD73VW9V;L300;324406;NO CLIENTE;DFL DENTISTAS ASSOCIADOS LTDA;NEW ODONTOLOGIA;1365;PEDRO LUCAS MAXIMO DA SILVA;
4AD73V06S;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AD73VM0S;L300;1025268;NO CLIENTE;PB COMERCIO DE METAIS LTDA;PB COMERCIO DE METAIS LTDA;1349;VAREJO CONECTA;
4AD73VW46;L300;1115479;NO CLIENTE;CAMILA FRAZAO GATTI;PASTEL DA FEIRA;1365;PEDRO LUCAS MAXIMO DA SILVA;
4AH350X2W;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AD73W60N;L300;1134652;NO CLIENTE;JOSE GILIARD SANTIAGO SANTOS;RAIZES CHOPERIA E GRILL;1708;ANA PAULA MIELLI;
4AD73W265;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AD73VV3Y;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AD73TT0Z;L300;307761;NO CLIENTE;TARCISIO PIRES DE SOUZA 06029962876;TARCISIO LANCHES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
4AD73W74A;L300;323732;NO CLIENTE;JVS ODONTOLOGIA LTDA;ODONTOCOMPANY;1350;GF CONSULTORIA EMPRESARIAL LTDA;
4AD73TS6Q;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AD74FL8S;L300;302333;NO CLIENTE;ANA PAULA PRETO DA COSTA;IRMAOS OLIVEIRA PRETO;1365;PEDRO LUCAS MAXIMO DA SILVA;
4AD73W43W;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71K111;L300;307761;NO CLIENTE;TARCISIO PIRES DE SOUZA 06029962876;TARCISIO LANCHES;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
4AG71K16Q;L300;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;
4AG71JW8E;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71K298;L300;895744;NO CLIENTE;CLINICA ODONTOLOGICA THAMIRES ARAUJO LTDA;CLINICA ODONTOLOGICA THAMIRES ARAUJO LTDA;1350;GF CONSULTORIA EMPRESARIAL LTDA;
4AG719Y57;L300;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;
4AG71K04D;L300;895744;NO CLIENTE;CLINICA ODONTOLOGICA THAMIRES ARAUJO LTDA;CLINICA ODONTOLOGICA THAMIRES ARAUJO LTDA;1350;GF CONSULTORIA EMPRESARIAL LTDA;
4AG719Y0I;L300;925671;NO CLIENTE;BONDE DAS AGUAS OFICIAL LTDA;BONDE DAS AGUAS OFICIAL LTDA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
4AG719Q24;L300;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;
4AG719T18;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71B56B;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71B071;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG719V63;L300;303511;NO CLIENTE;VPE ODONTOLOGIA LTDA;ODONTO COMPANY;1350;GF CONSULTORIA EMPRESARIAL LTDA;
4AG719P4B;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG719X8J;L300;307593;NO CLIENTE;ECKNER XAVIER DA SILVA PINTO;ECKNER -  DHOMUS CLINICA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
4AG71K038;L300;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;
4AG71JD5E;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71JF25;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71JD34;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71JD70;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71JD9Y;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AG71K00T;L300;1225293;NO CLIENTE;ODONTO SAUDE LTDA;ODONTO SAUDE;1350;GF CONSULTORIA EMPRESARIAL LTDA;
4AG71JV4R;L300;1005121;NO CLIENTE;OI DIGITAL BRUSQUE LTDA;OI DIGITAL BRUSQUE LTDA;1350;GF CONSULTORIA EMPRESARIAL LTDA;
4AH379W3V;L300;929762;NO CLIENTE;CORTES NOBRES COMERCIO E CARNES LTDA;CENTRAL DA CARNE;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;
4AH379T8B;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH350X46;L300;1225293;NO CLIENTE;ODONTO SAUDE LTDA;ODONTO SAUDE;1350;GF CONSULTORIA EMPRESARIAL LTDA;
4AH350Z91;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH350X2W;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH379V0D;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH350Z0S;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH35121D;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH351277;L300;1076479;NO CLIENTE;GARAGEM PARANA ACAITERIA E LANCHONETE LTDA;GARAGEM PARANA ACAITERIA;1784;EDVALDO - JES REPR & CONSULTORIA LTDA;
4AH350Y9Y;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH379V8H;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH350Z22;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH379V1I;L300;947530;NO CLIENTE;JHPC ODONTOLOGIA LTDA;JHPC ODONTOLOGIA LTDA;1365;PEDRO LUCAS MAXIMO DA SILVA;
4AH350Y8T;L300;927024;NO CLIENTE;ANDRE LUIZ CLINICA ODONTOLOGICA LTDA;ANDRE LUIZ CLINICA ODONTOLOGICA LTDA;1350;GF CONSULTORIA EMPRESARIAL LTDA;
4AH350Y34;L300;888164;NO CLIENTE;LOJA ACACIA DE SERRA NEGRA N 271;LOJA MACONICA ACACIA DE SERRA NEGRA;1352;DELTAPAG SOLUCAO DE PAGAMENTOS LTDA;
4AH35105R;L300;947556;NO CLIENTE;JHSC CENTRO ODONTOLOGIA LTDA;JHSC CENTRO ODONTOLOGIA LTDA;1365;PEDRO LUCAS MAXIMO DA SILVA;
4AH35123N;L300;863754;NO CLIENTE;RIKAEL OTAVIO MANCO TEIXEIRA;IMPERIO LOUNGE SUSHI;1711;PAG S.A  RIKAEL;
4AH350X5B;L300;947530;NO CLIENTE;JHPC ODONTOLOGIA LTDA;JHPC ODONTOLOGIA LTDA;1365;PEDRO LUCAS MAXIMO DA SILVA;
4AH351174;L300;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;
4AH35151M;L300;REPARO;REPARO;REPARO;REPARO;REPARO;REPARO;
4AH35130B;L300;;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;ESTOQUE;
4AH35H97W;L300;961187;NO CLIENTE;CIEO - CLINICA INTEGRADA E ESPECIALIDADES ODONTOLOGICAS LTDA;ODONTOCOMPANY;1708;ANA PAULA MIELLI;
4AH379V2N;L300;947535;NO CLIENTE;JHBM ODONTOLOGIA LTDA;JHBM ODONTOLOGIA LTDA;1365;PEDRO LUCAS MAXIMO DA SILVA;
4AH35103H;L300;994968;NO CLIENTE;MARIA ISABEL BRAGATO SALZANI;BELLA MODAS LOJA 2;1708;ANA PAULA MIELLI;
4AH350Y6J;L300;947547;NO CLIENTE;JHGB ODONTOLOGIA LTDA;JHGB ODONTOLOGIA LTDA;1365;PEDRO LUCAS MAXIMO DA SILVA;
4AH350W9S;L300;303511;NO CLIENTE;VPE ODONTOLOGIA LTDA;ODONTO COMPANY;1350;GF CONSULTORIA EMPRESARIAL LTDA;
